emissions, 16
based, 16
inhabitants, 15
environmental, 70
indicators, 52
sustainability, 40
consumption, 40
sustainable, 35
energy, 35
concept, 31
prism, 28
social, 27
land, 27
material, 25
based, 25
economic, 22
level, 20
resource, 19
production, 16
materials, 16
targets, 14
dimensions, 14
institutional, 13
including, 12
ows, 11
entropy, 11
developed, 11
set, 10
assessment, 48
building, 23
buildings, 22
tool, 21
performance, 21
tools, 18
system, 12
developed, 12
environment, 10
scale, 9
construction, 9
results, 7
evaluated, 7
support, 6
renovation, 6
development, 6
based, 6
assessed, 6
worldwide, 5
number, 5
items, 5
evaluate, 5
concept, 5
cities, 5
assess, 5
rate, 66
percent, 53
indicators, 47
cities, 39
urban, 33
sustainability, 33
world, 32
population, 32
index, 32
themes, 27
growth, 27
framework, 26
development, 26
health, 25
housing, 24
households, 24
indicator, 23
theme, 22
score, 22
data, 22
education, 20
city, 20
basic, 17
dimension, 16
analysis, 16
tools, 191
assessment, 123
sustainability, 96
criteria, 94
development, 72
tool, 50
performance, 47
sustainable, 37
planning, 37
weighting, 36
neighborhood, 31
points, 30
urban, 29
study, 29
social, 29
indicators, 29
community, 29
results, 28
level, 28
framework, 27
developed, 26
process, 25
local, 25
communities, 25
neighborhoods, 24
indicators, 63
sustainability, 31
share, 27
institutions, 26
development, 24
total, 23
institutional, 23
purposes, 20
national, 20
set, 13
research, 13
work, 12
water, 12
political, 12
objectives, 12
population, 11
based, 11
economic, 10
covered, 10
top, 9
systems, 9
number, 9
mentioned, 9
list, 9
level, 9
urban, 101
resilience, 50
studies, 39
research, 39
sustainability, 36
development, 35
clusters, 26
city, 22
sustainable, 21
cities, 21
dierent, 18
cluster, 17
management, 15
resilient, 14
infrastructure, 14
planning, 13
study, 11
rational, 11
framework, 11
cited, 11
system, 10
risk, 10
resources, 10
process, 10
protection, 9
updated, 0
february, 0
project, 234
building, 117
reflect, 103
area, 100
buildings, 98
projects, 93
site, 87
water, 84
points, 74
point, 72
transit, 68
total, 68
feet, 68
units, 65
existing, 64
lighting, 62
land, 62
floor, 61
dwelling, 61
credit, 61
local, 59
requirements, 57
equivalent, 56
service, 52
parking, 50
development, 78
culture, 63
cultural, 40
sustainable, 38
local, 22
environment, 16
role, 13
human, 13
cultures, 13
resources, 12
natural, 12
knowledge, 12
sector, 11
heritage, 10
water, 9
social, 9
jobs, 9
including, 9
global, 9
rights, 8
production, 8
key, 8
green, 8
based, 8
approach, 8
environmental, 63
development, 62
sustainable, 53
concept, 41
nature, 36
environment, 35
natural, 28
world, 27
social, 27
crisis, 24
sustainability, 20
led, 19
economic, 19
denitions, 18
denition, 18
based, 18
growth, 16
systems, 15
traditions, 14
solution, 14
point, 14
future, 14
vision, 13
thinking, 13
system, 13
sustainability, 78
development, 31
research, 24
sustainable, 22
policy, 21
university, 20
education, 19
students, 14
knowledge, 14
change, 13
level, 10
activities, 10
initiatives, 9
implementation, 9
future, 9
challenges, 9
teaching, 8
model, 8
developed, 8
campus, 8
areas, 8
project, 7
mission, 7
focused, 7
efforts, 7
indicators, 63
sustainability, 31
share, 27
institutions, 26
development, 24
total, 23
institutional, 23
purposes, 20
national, 20
set, 13
research, 13
work, 12
water, 12
political, 12
objectives, 12
population, 11
based, 11
economic, 10
covered, 10
top, 9
systems, 9
number, 9
mentioned, 9
list, 9
level, 9
social, 162
sustainability, 76
community, 54
neighbourhood, 40
cohesion, 28
sense, 24
environment, 24
sustainable, 23
residents, 22
local, 21
capital, 21
policy, 19
place, 19
interaction, 19
services, 18
participation, 17
concepts, 17
quality, 16
scale, 15
networks, 15
life, 14
factors, 14
claimed, 14
aspects, 14
related, 13
neighbourhood, 13
environment, 5
domains, 4
costs, 3
water, 2
tools, 2
street, 2
people, 2
elements, 2
dwelling, 2
designed, 2
areas, 2
access, 2
work, 1
weakness, 1
strength, 1
share, 1
services, 1
respecting, 1
resource, 1
reached, 1
measure, 1
managed, 1
live, 1
limitations, 1
block, 154
blocks, 120
form, 79
cid, 48
design, 40
sustainability, 37
indices, 36
length, 32
city, 31
sustainable, 26
sie, 26
assessment, 26
orientation, 24
paper, 22
compactness, 22
quarters, 20
study, 18
space, 18
characteristics, 17
built, 17
square, 16
analytic, 15
shape, 14
area, 14
street, 13
indicators, 52
sustainability, 24
process, 24
development, 17
social, 12
goals, 12
targets, 11
groups, 10
data, 10
community, 10
time, 9
set, 9
developing, 9
leitbild, 8
institutional, 7
human, 7
group, 7
environmental, 7
dimensions, 7
dened, 7
based, 7
important, 6
citiens, 6
work, 5
society, 5
development, 114
assessment, 95
sustainability, 88
planning, 85
master, 54
plan, 49
process, 45
local, 38
design, 37
requirements, 35
tool, 31
social, 31
sustainable, 30
provide, 28
practice, 28
performance, 25
issues, 25
economic, 25
community, 23
environmental, 22
strategic, 21
masterplanning, 21
permission, 20
approach, 20
impacts, 19
cultural, 269
culture, 157
development, 125
community, 123
arts, 122
public, 121
values, 95
social, 92
society, 88
policy, 87
life, 72
planning, 68
government, 63
local, 51
policies, 49
communities, 48
economic, 42
diversity, 37
activities, 37
wellbeing, 34
eds, 34
issues, 33
human, 33
world, 30
participation, 30
justice, 87
sustainability, 77
environmental, 74
community, 46
sustainable, 36
development, 32
planning, 30
local, 29
social, 26
economic, 26
energy, 23
cities, 22
urban, 20
policy, 16
land, 16
communities, 16
waste, 15
transportation, 15
environment, 15
toxic, 14
projects, 14
programs, 14
production, 14
clean, 14
goals, 13
systems, 129
issues, 105
indicators, 99
development, 90
sustainable, 84
sustainability, 83
certication, 70
credits, 58
environmental, 46
process, 37
categories, 36
system, 33
buildings, 32
performance, 30
planning, 28
number, 28
aspects, 28
area, 28
assessment, 26
design, 24
mandatory, 23
tools, 22
social, 21
neighbourhoods, 21
criteria, 21
urban, 175
transport, 121
public, 112
development, 100
area, 83
buildings, 70
planning, 69
city, 68
areas, 64
existing, 61
sustainable, 57
structure, 57
facilities, 55
project, 54
energy, 50
green, 48
water, 46
spaces, 46
settlement, 44
main, 41
local, 40
settlements, 39
site, 38
high, 38
traffic, 36
production, 54
farm, 53
sociocultural, 50
respondents, 50
values, 48
sustainability, 40
aspects, 38
citiens, 32
issues, 31
concept, 29
nature, 24
valuable, 23
agriculture, 22
system, 21
landscape, 21
farming, 21
farmers, 19
animals, 19
themes, 18
study, 18
culture, 18
farms, 16
society, 15
respondent, 15
mentioned, 15
landuse, 59
mix, 58
sustainability, 56
neighbourhoods, 56
road, 48
neighbourhood, 43
indicators, 43
high, 42
low, 41
density, 32
indicator, 30
study, 27
population, 27
bus, 27
areas, 26
speed, 23
trac, 22
residential, 21
number, 20
infrastructure, 20
amenities, 19
access, 19
roads, 17
area, 17
mixed, 16
development, 872
sustainability, 804
assessment, 561
tools, 421
criteria, 279
sustainable, 250
focus, 223
principles, 208
ecological, 208
tool, 206
planning, 183
objectives, 165
research, 154
process, 147
approach, 142
significant, 134
approaches, 132
issues, 131
environmental, 120
context, 117
existing, 116
cities, 116
design, 113
consumption, 112
performance, 111
aspects, 64
sustainability, 61
economic, 50
social, 41
perspective, 35
environmental, 32
circles, 29
time, 23
development, 22
environment, 21
dynamic, 16
future, 14
society, 12
representations, 12
societies, 11
representation, 10
activities, 10
resources, 9
represent, 9
complex, 9
change, 9
model, 8
economy, 8
dimensions, 8
circle, 8
management, 22
environment, 22
waste, 10
resource, 8
economic, 8
rating, 6
neighborhood, 6
internationally, 5
buildings, 5
tools, 2
sustainability, 2
structures, 2
potential, 2
assessment, 2
sustain, 1
record, 1
national, 1
life, 1
includes, 1
implementation, 1
httpswwwgreenroads, 1
generations, 1
displaylive, 1
cities, 1
world, 0
sustainability, 29
human, 13
system, 12
future, 12
social, 10
progress, 10
process, 10
place, 10
issues, 9
community, 9
page, 8
helps, 8
level, 7
growth, 7
development, 7
definition, 7
continued, 7
capital, 7
world, 6
systems, 6
sustainable, 6
subject, 6
content, 6
violence, 5
recently, 5
neighbourhood, 26
neighbourhoods, 17
tools, 15
sustainability, 13
outcomes, 8
data, 8
provided, 7
stakeholders, 6
provide, 6
existing, 5
survey, 4
residents, 4
made, 4
information, 4
disk, 4
assessment, 4
users, 3
responsibility, 3
recognises, 3
range, 3
providing, 3
people, 3
improve, 3
developed, 3
calculator, 3
culture, 23
development, 22
local, 10
international, 10
members, 6
dimensions, 6
inclusion, 5
cities, 5
world, 4
work, 4
promote, 4
draft, 4
dimension, 4
model, 3
meet, 3
governance, 3
ensuring, 3
diversity, 3
develop, 3
creativity, 3
actions, 3
vision, 2
rights, 2
resources, 2
relation, 2
sustainable, 47
development, 45
growth, 31
sustainability, 25
society, 21
progress, 21
idea, 15
future, 15
energy, 14
concept, 14
term, 13
present, 12
limits, 12
past, 11
agriculture, 11
theory, 10
economic, 10
agricultural, 10
time, 9
technology, 9
state, 9
science, 9
organic, 9
modern, 9
life, 9
assessment, 105
tool, 39
respondents, 39
building, 33
priority, 26
opinion, 25
development, 24
tools, 23
criteria, 22
buildings, 20
results, 19
gave, 18
rst, 16
issues, 16
groups, 16
conditions, 15
region, 14
performance, 14
experts, 14
survey, 12
stakeholders, 12
distribution, 12
aspects, 12
social, 11
indicators, 11
sustainability, 217
assessment, 198
systems, 182
buildings, 121
energy, 103
sustainable, 89
building, 84
criteria, 83
environment, 69
environmental, 61
system, 58
built, 57
social, 50
indicators, 49
communities, 43
cities, 43
category, 43
considered, 42
categories, 41
points, 40
development, 37
construction, 37
aspects, 37
quality, 36
community, 36
development, 24
sustainable, 20
capital, 13
social, 11
sustainability, 10
prism, 10
economic, 10
dimension, 10
model, 7
ecosystem, 7
dimensions, 7
resources, 6
natural, 6
definition, 6
term, 5
people, 5
models, 5
wellbeing, 4
triangle, 4
terms, 4
society, 4
order, 4
environment, 4
egg, 4
economy, 4
action, 426
points, 322
local, 240
community, 175
credit, 126
outcome, 120
water, 104
public, 104
programs, 97
residents, 83
services, 81
energy, 74
areas, 72
evaluation, 68
infrastructure, 67
plan, 66
development, 66
outcomes, 62
health, 60
actions, 57
support, 50
provide, 50
level, 50
sustainability, 49
identified, 49
points, 49
building, 27
based, 26
systems, 21
point, 21
air, 20
spaces, 15
savings, 15
areas, 13
projects, 12
reduction, 9
pts, 7
scored, 6
buildings, 6
area, 6
total, 5
data, 5
replacement, 4
products, 4
maximum, 4
lot, 4
levels, 4
level, 4
indicator, 4
equivalent, 4
frameworks, 112
sustainability, 58
criteria, 43
building, 43
development, 41
research, 36
sustainable, 32
buildings, 32
level, 29
framework, 26
indicators, 24
found, 24
process, 22
environmental, 22
tools, 21
neighbourhood, 20
certified, 20
assessment, 20
review, 18
studies, 17
energy, 16
effect, 16
design, 16
certification, 16
weightings, 15
sustainability, 121
objectives, 49
neighbourhood, 49
assessment, 47
indicators, 38
development, 34
based, 32
tool, 31
neighbourhoods, 31
values, 29
sustainable, 27
study, 26
benchmarks, 26
objective, 24
level, 24
scale, 22
water, 21
set, 21
developed, 21
components, 21
key, 20
guidelines, 20
energy, 20
infrastructure, 19
tools, 18
community, 100
cultural, 80
development, 72
sustainability, 61
social, 53
culture, 41
communities, 41
capital, 33
sustainable, 30
local, 25
economic, 20
arts, 18
wellbeing, 17
place, 17
residents, 15
life, 15
values, 14
sense, 14
planning, 14
people, 14
future, 13
policy, 12
heritage, 12
quality, 11
youth, 10
sustainability, 176
assessment, 136
systems, 117
communities, 81
urban, 73
criteria, 63
community, 49
sustainable, 41
indicators, 37
social, 33
considered, 28
environmental, 24
economic, 24
system, 22
development, 22
environment, 21
buildings, 21
developed, 20
energy, 19
assessments, 18
scale, 17
categories, 17
aspects, 17
paper, 16
importance, 16
development, 25
energy, 22
learning, 18
education, 11
social, 9
students, 8
learners, 8
world, 7
sustainability, 7
sources, 7
resources, 7
society, 6
renewable, 6
group, 6
countries, 6
support, 5
groups, 5
committee, 5
teaching, 4
source, 4
issues, 4
identify, 4
hearing, 4
future, 4
examples, 4
health, 108
study, 47
area, 37
respondents, 27
household, 26
social, 25
neighbourhood, 24
urban, 19
high, 19
environment, 19
socioeconomic, 18
signicant, 18
facilities, 17
neighbourhoods, 16
communities, 14
physical, 13
education, 13
conditions, 13
access, 13
residential, 12
medical, 12
care, 12
behaviour, 12
water, 11
quality, 10
tools, 97
assessment, 97
sustainability, 63
environmental, 50
indicators, 45
tool, 38
analysis, 35
energy, 31
systems, 24
product, 24
integrated, 21
focus, 21
development, 21
social, 20
impacts, 20
flows, 20
economic, 20
life, 18
framework, 17
sustainable, 16
national, 16
material, 15
countries, 15
based, 15
production, 14
cities, 74
city, 68
sustainability, 64
development, 60
area, 49
urbaniation, 46
local, 46
land, 44
framework, 41
developing, 37
nodes, 33
areas, 32
indicators, 29
population, 28
model, 25
ecosystem, 25
process, 24
environmental, 24
economic, 24
sustainable, 21
impacts, 21
growth, 21
social, 20
assessing, 20
patch, 19
indicators, 134
process, 77
community, 64
management, 58
local, 47
data, 46
policy, 33
land, 33
communities, 30
sustainability, 29
case, 29
indicator, 26
assessment, 25
stakeholders, 24
participation, 22
development, 22
study, 21
planning, 21
processes, 19
degradation, 19
wellbeing, 18
social, 17
provide, 17
ecological, 17
scale, 16
neighbourhood, 112
neighbourhoods, 94
tools, 87
sustainability, 70
research, 50
built, 42
environment, 40
sustainable, 35
density, 26
data, 25
social, 20
local, 20
work, 18
public, 18
outcomes, 18
survey, 17
residents, 17
transport, 16
existing, 16
people, 15
housing, 15
buildings, 15
infrastructure, 14
economic, 14
developers, 14
tools, 68
assessment, 54
urban, 51
criteria, 34
building, 31
buildings, 30
areas, 25
categories, 23
indicators, 22
points, 21
development, 17
area, 17
sustainability, 15
sustainable, 14
study, 13
local, 13
rating, 11
certication, 10
region, 9
design, 9
category, 9
transportation, 8
score, 8
number, 8
environment, 8
areas, 57
project, 50
water, 40
township, 40
site, 37
public, 34
plan, 31
rating, 29
design, 29
construction, 29
energy, 27
development, 27
waste, 26
sector, 23
residential, 23
credit, 22
green, 21
calculations, 21
awarded, 21
atleast, 20
facilities, 19
land, 18
requirements, 16
reduce, 16
developments, 16
neighbourhood, 91
neighbourhoods, 66
area, 54
dwellings, 42
walking, 40
public, 38
services, 35
housing, 35
sustainability, 33
built, 33
development, 28
case, 28
density, 24
cities, 24
high, 23
access, 23
study, 22
space, 21
urban, 20
residents, 20
quality, 20
number, 20
low, 20
social, 19
small, 19
urban, 96
indicators, 92
tools, 64
sustainability, 54
energy, 44
buildings, 44
categories, 40
city, 34
structure, 31
materials, 29
tool, 27
environmental, 24
aspects, 24
transport, 23
system, 23
proposed, 22
included, 22
housing, 22
cities, 22
aspect, 22
social, 19
development, 19
total, 18
management, 18
water, 17
tools, 54
assessment, 53
parameters, 33
design, 27
systems, 26
planning, 20
sustainability, 17
projects, 16
criteria, 16
standards, 15
present, 15
environmental, 15
countries, 15
neighbourhood, 13
culture, 13
context, 13
evaluation, 12
local, 11
construction, 11
adapted, 11
system, 10
project, 9
development, 9
developed, 9
designed, 9
tools, 137
sustainability, 109
assessment, 53
criteria, 47
projects, 44
development, 36
points, 35
tool, 27
approach, 27
indicators, 26
sustainable, 25
study, 24
analysis, 23
project, 20
neighborhood, 20
category, 19
stakeholders, 17
design, 17
certication, 17
categories, 17
local, 16
balanced, 16
results, 15
rating, 15
minimum, 15
land, 44
consumption, 44
population, 41
cities, 41
urban, 40
sustainability, 40
capital, 35
area, 30
energy, 29
world, 26
material, 24
trade, 23
economic, 22
capita, 22
analysis, 20
countries, 19
city, 19
sustainable, 18
average, 18
hectares, 17
development, 17
support, 16
resource, 16
production, 16
systems, 15
neighbourhoods, 13
neighbourhood, 11
tools, 8
existing, 8
developments, 5
sustainability, 4
residential, 4
assessment, 4
users, 3
site, 3
built, 3
apply, 3
typically, 2
time, 2
set, 2
section, 2
results, 2
responsibility, 2
planned, 2
outcomes, 2
opportunity, 2
life, 2
interpretation, 2
information, 2
households, 2
housing, 214
local, 161
homes, 86
areas, 85
communities, 81
authorities, 79
planning, 68
land, 62
ensure, 62
growth, 53
demand, 52
development, 50
sustainable, 48
years, 47
regional, 46
people, 46
key, 45
support, 42
social, 42
work, 39
quality, 39
public, 39
improve, 37
home, 36
affordable, 36
sustainability, 118
ecosystem, 76
level, 75
sustainable, 63
function, 48
issues, 42
environmental, 42
human, 35
hierarchy, 35
global, 27
unsustainable, 24
change, 24
line, 22
health, 22
perturbation, 21
levels, 21
values, 20
species, 20
policy, 19
organiations, 19
companies, 19
social, 18
rate, 18
considered, 18
current, 17
districts, 8
energy, 5
infrastructure, 3
enhancement, 3
district, 3
reduce, 2
places, 2
minimie, 2
emphasis, 2
weightage, 1
user, 1
types, 1
stakeholders, 1
solicit, 1
site, 1
requirement, 1
promotes, 1
parcels, 1
optimises, 1
mixed, 1
minimises, 1
mind, 1
masterplan, 1
line, 1
leverage, 1
sustainable, 280
housing, 229
development, 214
communities, 163
homes, 151
areas, 136
growth, 122
existing, 100
social, 88
land, 88
energy, 82
building, 82
demand, 81
environmental, 79
planning, 73
supply, 66
community, 64
low, 63
transport, 59
cent, 58
density, 57
impact, 56
economic, 55
affordable, 48
regional, 46
culture, 282
cultural, 191
development, 183
sustainable, 150
sustainability, 128
social, 112
policy, 93
research, 74
ways, 60
policies, 59
role, 55
indicators, 53
place, 52
heritage, 52
economic, 50
practices, 43
local, 41
life, 41
diversity, 39
change, 39
human, 38
society, 35
future, 35
people, 33
values, 31
